order_id,cust_id,store_id,order_date,order_status,gross_total,discount_amount,net_total,payment_mode_id
79690,40410,82,2026-01-30,Delivered,204296.98,0.0,204296.98,1
79691,22283,105,2024-12-23,Delivered,24890.43,0.0,24890.43,4
79692,45861,33,2025-06-16,Delivered,114858.66,0.0,114858.66,6
79693,21798,124,2025-03-24,Delivered,153999.78,0.0,153999.78,6
79694,45486,182,2024-05-22,Delivered,13054.8,0.0,13054.8,6
79695,41872,169,2025-05-11,Shipped,247782.39,507.53,247274.86,1
79696,45494,111,2024-10-14,Delivered,211048.4,0.0,211048.4,8
79697,41977,120,2024-09-29,Delivered,241298.27,225.6,241072.67,7
79698,33246,165,2025-01-06,Delivered,30719.17,7097.32,23621.85,4
79699,16160,154,2025-11-17,Out for Delivery,12287.97,0.0,12287.97,6
79700,8332,70,2024-03-15,Delivered,14438.54,0.0,14438.54,6
79701,38132,72,2026-02-16,Shipped,11934.91,566.99,11367.92,9
79702,39307,157,2025-12-15,Delivered,126470.88,0.0,126470.88,2
79703,31586,190,2024-10-10,Delivered,1276.73,0.0,1276.73,3
79704,43141,79,2025-05-15,Out for Delivery,800.99,0.0,800.99,2
79705,46172,109,2024-12-25,Failed,3660.39,577.58,3082.81,2
79706,2013,125,2024-02-19,Delivered,242647.59,0.0,242647.59,8
79707,17639,6,2024-04-28,Delivered,49739.08,1318.99,48420.09,3
79708,8071,162,2024-07-21,Returned,1821.19,0.0,1821.19,3
79709,17295,8,2024-09-27,Delivered,18583.66,0.0,18583.66,9
79710,17217,189,2024-08-14,Delivered,13823.31,0.0,13823.31,9
79711,15672,50,2024-05-21,Out for Delivery,1559.58,77.98,1481.6,5
79712,26239,88,2025-04-16,Returned,212634.63,0.0,212634.63,9
79713,49428,29,2025-04-11,Out for Delivery,336273.3,100881.99,235391.31,6
79714,26878,27,2024-12-16,Delivered,115445.35,0.0,115445.35,4
79715,38514,114,2026-02-21,Out for Delivery,9155.1,224.78,8930.32,7
79716,3748,118,2025-11-13,Delivered,1240.1,310.02,930.08,8
79717,33913,91,2025-05-05,Out for Delivery,9620.83,0.0,9620.83,1
79718,34222,58,2024-08-21,Delivered,13041.39,0.0,13041.39,1
79719,24088,177,2024-07-26,Processing,7905.57,173.04,7732.53,3
79720,25258,198,2025-09-20,Delivered,34357.07,1794.35,32562.72,7
79721,11426,92,2024-08-07,Delivered,24151.2,0.0,24151.2,2
79722,39628,16,2024-01-26,Delivered,648406.35,3441.75,644964.6,6
79723,2667,37,2025-02-05,Delivered,5552.7,0.0,5552.7,4
79724,36306,65,2024-08-24,Delivered,28873.11,0.0,28873.11,5
79725,36533,114,2024-07-29,Delivered,25585.89,0.0,25585.89,4
79726,10228,190,2025-01-02,Processing,16730.59,0.0,16730.59,2
79727,24657,154,2025-05-12,Delivered,164611.56,0.0,164611.56,6
79728,29820,59,2025-05-20,Cancelled,233396.07,2193.36,231202.71,1
79729,32728,76,2024-07-28,Delivered,513404.65,146501.91,366902.74,1
79730,45354,103,2024-11-07,Shipped,264049.59,0.0,264049.59,9
79731,33403,70,2025-08-10,Delivered,306959.18,0.0,306959.18,5
79732,16958,140,2025-04-27,Processing,14052.62,0.0,14052.62,8
79733,31654,160,2026-01-14,Cancelled,22061.2,5192.41,16868.79,2
79734,47594,121,2025-08-03,Delivered,305060.4,0.0,305060.4,4
79735,15773,111,2025-08-15,Out for Delivery,148002.57,7283.63,140718.94,8
79736,15275,31,2025-08-25,Returned,142566.48,546.36,142020.12,7
79737,45228,73,2025-03-24,Out for Delivery,17580.28,0.0,17580.28,2
79738,7580,90,2024-07-27,Delivered,365147.79,0.0,365147.79,1
79739,9492,77,2024-05-14,Delivered,5191.83,0.0,5191.83,9
79740,49514,56,2024-11-22,Processing,4290.58,0.0,4290.58,1
79741,10241,85,2025-12-30,Delivered,13407.84,0.0,13407.84,7
79742,37893,66,2024-07-04,Delivered,7907.8,0.0,7907.8,6
79743,40926,174,2024-01-11,Shipped,8931.96,0.0,8931.96,8
79744,5650,72,2025-04-05,Returned,54058.38,0.0,54058.38,8
79745,33318,177,2025-12-22,Delivered,369407.49,21864.11,347543.38,1
79746,31489,49,2026-02-07,Cancelled,3712.6,0.0,3712.6,7
79747,3082,45,2026-01-25,Delivered,74141.59,0.0,74141.59,6
79748,14078,126,2024-01-14,Delivered,110927.0,0.0,110927.0,8
79749,24305,109,2025-05-07,Cancelled,76736.15,384.73,76351.42,1
79750,6941,37,2024-04-05,Shipped,1998.98,0.0,1998.98,5
79751,33570,30,2024-07-01,Processing,44056.62,716.0,43340.62,1
79752,15579,38,2024-03-17,Delivered,228068.94,0.0,228068.94,7
79753,38848,96,2024-03-27,Delivered,118449.36,0.0,118449.36,9
79754,15056,127,2024-05-31,Delivered,193100.65,0.0,193100.65,8
79755,24947,8,2025-03-09,Delivered,21873.48,0.0,21873.48,5
79756,28839,121,2025-07-26,Delivered,22624.97,0.0,22624.97,1
79757,47358,103,2025-12-12,Processing,15777.64,0.0,15777.64,5
79758,2036,179,2024-10-14,Delivered,25202.09,541.96,24660.13,3
79759,35006,70,2025-02-28,Failed,25125.34,0.0,25125.34,3
79760,48124,5,2025-07-25,Delivered,15457.29,0.0,15457.29,2
79761,31938,86,2026-02-01,Returned,138259.35,0.0,138259.35,9
79762,46204,1,2024-06-09,Cancelled,192681.94,2489.92,190192.02,7
79763,40393,38,2024-12-02,Delivered,15000.12,0.0,15000.12,2
79764,42164,32,2025-02-21,Delivered,3596.24,0.0,3596.24,3
79765,19006,45,2024-04-05,Delivered,9963.42,0.0,9963.42,8
79766,43248,104,2025-12-28,Delivered,27608.07,0.0,27608.07,3
79767,28721,191,2024-05-23,Processing,185.99,18.6,167.39,4
79768,42106,114,2025-08-19,Delivered,24991.6,7318.27,17673.33,6
79769,4816,196,2026-01-28,Delivered,315595.22,0.0,315595.22,7
79770,34718,42,2024-12-16,Processing,16214.95,4496.19,11718.76,1
79771,40482,142,2025-04-08,Delivered,12548.49,0.0,12548.49,8
79772,10936,107,2025-12-27,Delivered,8613.37,0.0,8613.37,6
79773,31692,158,2025-10-24,Delivered,35724.66,651.05,35073.61,3
79774,30254,169,2024-06-02,Cancelled,34591.42,2359.59,32231.83,9
79775,33854,106,2024-05-09,Delivered,42350.8,0.0,42350.8,7
79776,27515,42,2026-01-11,Out for Delivery,16461.92,0.0,16461.92,3
79777,33433,3,2025-02-10,Delivered,97041.53,8435.54,88605.99,1
79778,21299,14,2025-03-04,Delivered,118346.48,0.0,118346.48,9
79779,7353,71,2025-09-30,Delivered,15277.19,39.73,15237.46,8
79780,17254,166,2025-11-03,Delivered,56393.73,723.04,55670.69,5
79781,48725,63,2025-06-17,Delivered,395522.61,0.0,395522.61,6
79782,18824,191,2025-01-10,Delivered,396.38,0.0,396.38,9
79783,18850,55,2024-08-29,Failed,38816.85,0.0,38816.85,9
79784,29323,76,2024-08-16,Delivered,251.85,50.37,201.48,1
79785,24280,88,2026-01-12,Delivered,836.31,0.0,836.31,2
79786,28183,74,2025-10-04,Delivered,286964.68,11299.76,275664.92,3
79787,29687,64,2024-09-08,Delivered,27429.46,5776.38,21653.08,8
79788,29014,147,2025-08-25,Delivered,17570.26,219.43,17350.83,2
79789,36051,176,2025-11-13,Shipped,157459.28,6500.29,150958.99,7
79790,26170,25,2025-12-02,Delivered,14153.15,0.0,14153.15,4
79791,15029,97,2025-06-26,Failed,44916.36,10204.58,34711.78,7
79792,3436,120,2024-11-03,Processing,82052.99,2761.38,79291.61,5
79793,27199,147,2025-09-22,Cancelled,15745.76,0.0,15745.76,8
79794,49690,182,2025-11-25,Delivered,46912.37,0.0,46912.37,3
79795,22656,100,2025-10-18,Delivered,84772.83,17650.3,67122.53,6
79796,37386,42,2024-06-13,Out for Delivery,25011.23,104.44,24906.79,5
79797,46916,141,2024-01-31,Delivered,102906.92,982.7,101924.22,8
79798,25944,145,2025-06-07,Failed,4958.36,0.0,4958.36,5
79799,13318,120,2025-06-23,Out for Delivery,46094.33,1737.05,44357.28,7
79800,43492,166,2024-04-06,Delivered,3210.92,0.0,3210.92,1
79801,1999,32,2025-07-03,Processing,39799.09,1978.67,37820.42,9
79802,6585,40,2025-05-15,Delivered,232278.47,5498.87,226779.6,3
79803,33957,21,2024-11-16,Delivered,10511.43,1051.14,9460.29,4
79804,8750,7,2025-08-22,Delivered,3302.28,0.0,3302.28,6
79805,4873,114,2024-01-12,Delivered,141531.39,0.0,141531.39,4
79806,42707,146,2025-05-16,Delivered,116853.57,0.0,116853.57,5
79807,30746,187,2024-01-03,Returned,194748.39,701.7,194046.69,7
79808,1558,49,2025-12-11,Shipped,15932.11,0.0,15932.11,9
79809,42416,148,2024-03-02,Delivered,83067.6,0.0,83067.6,3
79810,11508,115,2026-02-15,Delivered,219523.09,0.0,219523.09,4
79811,10522,20,2025-01-20,Delivered,1965.06,0.0,1965.06,4
79812,36671,188,2025-01-14,Failed,192365.79,56844.3,135521.49,2
79813,4836,134,2024-08-18,Cancelled,46499.02,723.92,45775.1,5
79814,49681,34,2024-06-08,Delivered,2044.58,408.92,1635.66,7
79815,47448,156,2025-04-02,Delivered,14699.73,0.0,14699.73,1
79816,15527,56,2025-11-16,Delivered,275218.0,0.0,275218.0,6
79817,3023,105,2025-11-23,Delivered,8351.73,417.59,7934.14,5
79818,37932,98,2026-02-25,Shipped,4327.35,432.74,3894.61,6
79819,45449,36,2024-05-01,Delivered,32079.4,1615.25,30464.15,2
79820,38149,53,2024-06-09,Delivered,11312.94,0.0,11312.94,3
79821,25816,27,2025-11-13,Delivered,137716.6,3224.53,134492.07,9
79822,39466,65,2025-07-09,Shipped,185996.31,621.53,185374.78,2
79823,7149,99,2024-06-17,Out for Delivery,1985.64,0.0,1985.64,7
79824,32562,133,2026-01-18,Delivered,9948.67,0.0,9948.67,9
79825,42742,96,2024-09-14,Delivered,146587.17,0.0,146587.17,2
79826,46024,128,2025-05-25,Delivered,10751.73,0.0,10751.73,7
79827,33572,199,2024-12-11,Delivered,5033.14,466.54,4566.6,6
79828,1362,33,2025-06-10,Delivered,162218.98,2452.36,159766.62,9
79829,35061,75,2024-07-10,Delivered,132186.98,0.0,132186.98,3
79830,47244,164,2024-05-24,Delivered,19563.95,746.85,18817.1,9
79831,18035,45,2024-03-27,Delivered,93152.03,0.0,93152.03,9
79832,31809,21,2025-01-23,Delivered,64647.63,0.0,64647.63,6
79833,45200,131,2024-08-23,Returned,491324.51,0.0,491324.51,9
79834,7251,92,2024-07-21,Processing,38000.41,0.0,38000.41,8
79835,6472,88,2024-02-19,Shipped,20242.34,0.0,20242.34,1
79836,14176,188,2024-09-11,Delivered,19878.46,0.0,19878.46,8
79837,27532,4,2026-01-09,Shipped,88423.64,0.0,88423.64,5
79838,35577,97,2024-06-22,Shipped,64820.18,0.0,64820.18,1
79839,12587,110,2025-12-03,Delivered,4800.82,0.0,4800.82,2
79840,46250,81,2024-05-26,Delivered,15299.67,0.0,15299.67,9
79841,18080,1,2024-01-24,Delivered,209713.51,0.0,209713.51,1
79842,11712,153,2025-04-01,Out for Delivery,45120.98,0.0,45120.98,5
79843,27384,93,2025-12-07,Delivered,17111.9,0.0,17111.9,7
79844,14595,63,2025-03-14,Out for Delivery,9862.84,0.0,9862.84,3
79845,16214,127,2024-07-25,Delivered,279163.47,0.0,279163.47,8
79846,29217,154,2024-08-29,Out for Delivery,172840.11,0.0,172840.11,2
79847,2373,174,2024-05-13,Processing,68807.69,0.0,68807.69,3
79848,2817,176,2024-08-01,Delivered,7935.63,1050.23,6885.4,1
79849,7613,169,2024-08-14,Delivered,12291.87,148.46,12143.41,2
79850,3633,72,2024-05-13,Out for Delivery,5096.03,0.0,5096.03,6
79851,42578,116,2024-10-22,Processing,29227.86,0.0,29227.86,6
79852,15140,172,2025-10-01,Delivered,40556.75,0.0,40556.75,1
79853,40552,196,2025-01-21,Delivered,438399.86,0.0,438399.86,1
79854,16373,47,2025-11-29,Out for Delivery,62002.98,0.0,62002.98,9
79855,34531,148,2025-12-26,Delivered,36479.5,6023.71,30455.79,1
79856,5753,30,2026-01-22,Failed,402824.38,22815.14,380009.24,3
79857,18018,161,2024-03-27,Failed,178754.41,10995.87,167758.54,9
79858,42039,65,2024-08-01,Processing,383668.22,0.0,383668.22,9
79859,42912,65,2024-01-21,Out for Delivery,141974.07,0.0,141974.07,6
79860,11024,176,2024-12-31,Failed,314760.12,0.0,314760.12,9
79861,22340,58,2024-08-03,Out for Delivery,74461.18,0.0,74461.18,1
79862,25926,161,2024-02-22,Delivered,37524.05,731.91,36792.14,3
79863,46965,5,2025-09-09,Delivered,208244.65,0.0,208244.65,1
79864,30220,56,2025-06-19,Returned,16381.33,1670.34,14710.99,7
79865,30516,26,2025-07-07,Delivered,6524.04,0.0,6524.04,1
79866,42179,120,2025-11-30,Delivered,54038.86,0.0,54038.86,4
79867,34187,155,2025-11-21,Shipped,15894.69,3361.74,12532.95,6
79868,24566,41,2025-08-11,Delivered,8274.86,0.0,8274.86,9
79869,7569,4,2024-12-05,Cancelled,23132.06,0.0,23132.06,3
79870,5913,92,2024-06-13,Out for Delivery,104350.79,22425.45,81925.34,3
79871,45944,176,2025-02-21,Shipped,66935.4,0.0,66935.4,8
79872,9662,121,2024-12-01,Delivered,27043.98,0.0,27043.98,6
79873,42829,144,2025-06-17,Processing,174334.65,0.0,174334.65,7
79874,48365,95,2025-07-07,Out for Delivery,224815.29,33749.82,191065.47,6
79875,24994,29,2026-01-11,Delivered,94628.4,4030.93,90597.47,2
79876,27277,138,2025-10-21,Delivered,92134.12,0.0,92134.12,5
79877,44833,54,2024-10-21,Failed,76157.16,0.0,76157.16,5
79878,14717,119,2025-01-29,Delivered,27053.42,0.0,27053.42,8
79879,14724,50,2024-06-02,Shipped,1382.03,0.0,1382.03,1
79880,14596,38,2026-01-20,Delivered,5381.62,0.0,5381.62,3
79881,20680,120,2025-05-07,Shipped,1970.68,163.0,1807.68,1
79882,35201,43,2026-01-08,Cancelled,139444.8,3676.59,135768.21,9
79883,28631,157,2024-12-12,Delivered,52754.82,0.0,52754.82,5
79884,808,105,2025-07-14,Delivered,196736.57,1395.42,195341.15,6
79885,30977,24,2024-02-14,Out for Delivery,44538.96,6781.08,37757.88,5
79886,31881,74,2024-01-31,Out for Delivery,263313.55,0.0,263313.55,1
79887,6023,147,2024-09-06,Delivered,12307.44,2057.69,10249.75,2
79888,9342,96,2025-05-01,Failed,24099.18,0.0,24099.18,2
79889,30584,110,2025-08-20,Failed,50964.0,0.0,50964.0,7
79890,36499,182,2025-09-16,Processing,44586.33,623.59,43962.74,3
79891,8815,123,2025-10-17,Returned,24583.44,2133.2,22450.24,7
79892,17230,146,2024-12-31,Delivered,313.78,0.0,313.78,9
79893,44217,14,2024-02-28,Delivered,3510.15,0.0,3510.15,9
79894,27533,111,2025-06-23,Delivered,18181.73,0.0,18181.73,4
79895,17846,174,2025-01-02,Delivered,364044.61,1784.62,362259.99,2
79896,5192,92,2026-02-04,Shipped,48622.68,0.0,48622.68,1
79897,2909,70,2025-04-17,Delivered,381230.89,0.0,381230.89,4
79898,32800,81,2024-04-04,Delivered,45618.02,2169.6,43448.42,4
79899,20726,51,2025-12-24,Delivered,190885.97,0.0,190885.97,1
79900,41562,73,2024-06-23,Shipped,52998.64,0.0,52998.64,9
79901,4515,175,2025-11-28,Delivered,54713.98,4700.61,50013.37,5
79902,46406,52,2024-03-17,Delivered,202367.22,47489.36,154877.86,1
79903,30796,124,2025-01-04,Processing,113617.44,17674.96,95942.48,1
79904,6475,188,2025-03-01,Shipped,197459.45,23828.15,173631.3,1
79905,28271,25,2024-04-09,Delivered,56036.67,1664.84,54371.83,4
79906,18202,1,2025-06-11,Delivered,54884.13,0.0,54884.13,6
79907,26899,22,2025-09-04,Returned,285929.4,0.0,285929.4,1
79908,17249,51,2025-08-02,Out for Delivery,19143.96,3828.79,15315.17,4
79909,13484,140,2025-10-02,Processing,143516.18,189.85,143326.33,4
79910,19517,22,2024-09-05,Out for Delivery,13530.78,0.0,13530.78,8
79911,24489,59,2025-04-02,Delivered,57675.96,10649.67,47026.29,4
79912,37769,144,2026-01-17,Delivered,122065.62,0.0,122065.62,8
79913,26321,137,2025-07-03,Out for Delivery,11623.36,2866.76,8756.6,9
79914,2466,118,2026-01-27,Shipped,1410.48,423.14,987.34,1
79915,29680,159,2026-02-16,Returned,278429.75,4461.08,273968.67,7
79916,31106,190,2025-11-13,Processing,140629.92,42026.58,98603.34,4
79917,16239,59,2025-08-02,Delivered,10845.48,1311.9,9533.58,6
79918,40298,75,2025-12-08,Shipped,56095.49,314.06,55781.43,3
79919,44528,162,2024-04-07,Shipped,17690.48,0.0,17690.48,3
79920,2740,147,2024-02-26,Delivered,48424.54,0.0,48424.54,6
79921,49123,157,2024-04-07,Processing,7371.65,0.0,7371.65,7
79922,44146,27,2026-01-19,Delivered,38423.31,0.0,38423.31,8
79923,32969,181,2025-03-20,Delivered,47896.52,0.0,47896.52,2
79924,22102,115,2024-03-17,Returned,78817.09,0.0,78817.09,9
79925,18645,58,2025-12-08,Delivered,127409.71,0.0,127409.71,6
79926,15188,3,2024-10-24,Delivered,192483.05,4564.9,187918.15,1
79927,48514,7,2025-08-17,Delivered,81599.35,1459.03,80140.32,1
79928,10571,19,2025-08-09,Delivered,9810.91,0.0,9810.91,8
79929,33009,172,2025-11-13,Out for Delivery,41753.81,2253.58,39500.23,5
79930,16729,128,2025-09-02,Delivered,119701.21,2396.05,117305.16,1
79931,23052,90,2026-02-08,Delivered,8504.82,0.0,8504.82,4
79932,33108,78,2024-03-29,Processing,2560.95,0.0,2560.95,4
79933,31250,36,2025-05-18,Shipped,3721.05,0.0,3721.05,2
79934,46630,129,2024-09-24,Cancelled,260199.08,0.0,260199.08,5
79935,17205,190,2025-11-04,Delivered,65201.07,0.0,65201.07,2
79936,41188,194,2024-09-08,Shipped,53629.16,2189.69,51439.47,4
79937,47168,132,2025-01-04,Returned,14746.65,0.0,14746.65,1
79938,25382,149,2025-12-20,Shipped,43575.02,506.03,43068.99,9
79939,31828,175,2024-11-30,Delivered,148824.5,0.0,148824.5,1
79940,27075,172,2025-09-19,Delivered,593.15,0.0,593.15,1
79941,23633,90,2025-09-30,Delivered,13623.35,0.0,13623.35,8
79942,21280,140,2025-08-28,Delivered,27656.42,3317.87,24338.55,8
79943,20923,18,2026-01-24,Delivered,14812.68,1580.93,13231.75,8
79944,39046,96,2024-12-05,Returned,23215.89,0.0,23215.89,5
79945,14688,96,2025-12-20,Delivered,9575.68,1980.33,7595.35,9
79946,45652,114,2024-08-30,Delivered,7589.32,79.18,7510.14,7
79947,34521,67,2024-02-22,Delivered,4153.77,0.0,4153.77,7
79948,4694,88,2024-10-19,Delivered,309806.25,0.0,309806.25,5
79949,18706,53,2024-02-26,Delivered,192474.92,0.0,192474.92,4
79950,14746,6,2024-04-18,Processing,12231.08,0.0,12231.08,6
79951,38672,149,2025-12-29,Delivered,1343.56,0.0,1343.56,2
79952,15962,146,2024-05-11,Delivered,31046.88,0.0,31046.88,1
79953,15600,108,2024-07-16,Delivered,49751.42,0.0,49751.42,1
79954,11874,69,2025-09-07,Delivered,61918.78,12383.76,49535.02,9
79955,48707,137,2025-12-28,Delivered,6257.37,0.0,6257.37,3
79956,45086,8,2024-06-04,Delivered,16508.84,236.81,16272.03,4
79957,41250,196,2025-02-15,Returned,14243.36,0.0,14243.36,9
79958,46873,49,2024-04-25,Processing,6913.33,0.0,6913.33,1
79959,42707,166,2025-07-22,Delivered,236121.62,22746.93,213374.69,1
79960,33841,124,2024-10-26,Shipped,15180.9,0.0,15180.9,4
79961,16677,154,2024-06-27,Out for Delivery,5667.21,1133.44,4533.77,7
79962,38285,171,2025-10-24,Out for Delivery,1996.74,0.0,1996.74,7
79963,40082,51,2024-10-30,Delivered,52948.1,1254.82,51693.28,5
79964,24716,166,2025-04-14,Out for Delivery,2241.15,0.0,2241.15,1
79965,15233,165,2024-01-29,Delivered,3677.62,0.0,3677.62,2
79966,18024,126,2024-11-20,Delivered,68224.58,8599.52,59625.06,8
79967,26536,50,2025-08-17,Delivered,69072.54,0.0,69072.54,7
79968,19547,180,2024-06-09,Processing,2065.87,0.0,2065.87,6
79969,39643,43,2024-10-18,Delivered,74635.96,0.0,74635.96,8
79970,38545,72,2024-10-03,Cancelled,70690.44,0.0,70690.44,1
79971,29213,87,2025-09-19,Out for Delivery,1299.82,389.95,909.87,7
79972,38930,99,2025-09-24,Delivered,16527.98,0.0,16527.98,8
79973,5742,100,2025-03-16,Delivered,74922.88,0.0,74922.88,1
79974,38638,196,2025-11-07,Processing,147988.94,0.0,147988.94,5
79975,39296,87,2025-02-27,Delivered,76149.32,0.0,76149.32,2
79976,3418,181,2024-07-31,Delivered,7975.53,0.0,7975.53,9
79977,911,188,2025-01-26,Delivered,74537.67,114.2,74423.47,5
79978,20335,77,2025-05-17,Delivered,233054.1,0.0,233054.1,1
79979,26060,112,2024-07-22,Delivered,13923.22,1459.55,12463.67,3
79980,32172,66,2025-04-24,Cancelled,19157.85,2920.6,16237.25,5
79981,5939,138,2024-05-27,Delivered,29117.49,0.0,29117.49,7
79982,47589,58,2024-08-08,Processing,317879.59,0.0,317879.59,9
79983,7271,186,2026-02-19,Delivered,48839.98,0.0,48839.98,2
79984,8351,41,2025-09-18,Failed,119627.6,0.0,119627.6,5
79985,29660,169,2024-10-20,Shipped,208033.66,0.0,208033.66,4
79986,5563,192,2024-04-11,Delivered,37646.9,0.0,37646.9,9
79987,42322,169,2025-04-10,Processing,35670.18,0.0,35670.18,1
79988,49506,4,2025-04-11,Delivered,70406.75,2807.41,67599.34,2
79989,40771,29,2024-10-24,Processing,8289.32,0.0,8289.32,9
79990,9403,165,2025-10-23,Delivered,202091.39,0.0,202091.39,5
79991,48150,136,2026-02-14,Out for Delivery,160290.98,0.0,160290.98,8
79992,17805,69,2024-09-20,Delivered,7686.61,0.0,7686.61,9
79993,3886,159,2024-07-09,Shipped,294.62,73.66,220.96,9
79994,31683,75,2025-08-30,Delivered,47134.45,2505.07,44629.38,3
79995,21466,2,2026-02-09,Delivered,40626.04,2116.16,38509.88,4
79996,5848,120,2025-06-24,Delivered,2699.84,0.0,2699.84,5
79997,9369,38,2025-04-18,Delivered,8614.48,0.0,8614.48,5
79998,8196,176,2025-10-04,Delivered,247904.98,1887.24,246017.74,2
79999,3320,151,2024-11-05,Shipped,71741.9,0.0,71741.9,6
80000,39643,8,2024-08-24,Failed,54998.3,0.0,54998.3,5
80001,28982,101,2024-11-19,Delivered,11180.85,288.41,10892.44,5
80002,19614,84,2024-04-10,Delivered,44760.43,0.0,44760.43,6
80003,45766,153,2025-09-07,Delivered,135336.2,24796.83,110539.37,5
80004,44267,120,2026-01-22,Returned,122268.17,0.0,122268.17,9
80005,38931,181,2024-04-24,Cancelled,43165.29,0.0,43165.29,5
80006,21018,143,2025-06-12,Delivered,11556.37,1166.87,10389.5,5
80007,24460,27,2024-09-14,Delivered,2323.94,0.0,2323.94,6
80008,36297,108,2024-06-07,Delivered,113391.16,0.0,113391.16,5
80009,5546,18,2024-01-12,Delivered,18260.36,0.0,18260.36,2
80010,19764,70,2025-07-18,Delivered,38151.01,4033.49,34117.52,1
80011,15401,59,2026-01-31,Delivered,178538.94,0.0,178538.94,8
80012,36297,167,2025-04-11,Processing,61943.77,0.0,61943.77,6
80013,32841,129,2025-01-02,Cancelled,222760.52,0.0,222760.52,9
80014,27049,8,2024-10-13,Failed,10692.49,0.0,10692.49,2
80015,38300,119,2025-09-04,Out for Delivery,26962.05,0.0,26962.05,7
80016,19761,174,2026-01-28,Delivered,133662.41,4270.13,129392.28,2
80017,38009,152,2025-02-11,Delivered,73967.34,2514.98,71452.36,3
80018,42984,127,2024-07-23,Delivered,677313.92,26505.49,650808.43,9
80019,22552,14,2025-07-20,Delivered,31691.83,0.0,31691.83,4
80020,21819,126,2024-03-02,Delivered,25933.03,0.0,25933.03,9
80021,32210,94,2025-02-06,Returned,32387.82,0.0,32387.82,4
80022,16209,133,2024-10-19,Delivered,104652.3,0.0,104652.3,3
80023,45154,185,2025-01-05,Shipped,91745.23,0.0,91745.23,3
80024,46465,56,2024-09-10,Out for Delivery,184264.42,28938.98,155325.44,7
80025,38586,22,2025-05-21,Delivered,15546.3,2340.16,13206.14,9
80026,11457,84,2025-11-21,Delivered,19285.55,1385.15,17900.4,7
80027,27199,56,2024-10-27,Delivered,86415.38,0.0,86415.38,7
80028,4033,65,2025-07-12,Delivered,106214.97,0.0,106214.97,6
80029,30697,18,2025-03-26,Delivered,1388.98,347.24,1041.74,4
80030,9471,21,2024-03-07,Delivered,566.94,170.08,396.86,2
80031,6754,64,2025-11-12,Cancelled,78008.22,0.0,78008.22,5
80032,11990,6,2025-08-26,Delivered,51797.92,8584.37,43213.55,1
80033,19570,154,2025-10-12,Delivered,38604.96,0.0,38604.96,4
80034,8711,92,2024-11-14,Delivered,106517.5,0.0,106517.5,1
80035,40245,178,2025-07-18,Delivered,500710.92,0.0,500710.92,6
80036,37234,100,2024-04-09,Shipped,29487.89,856.97,28630.92,5
80037,18572,42,2025-03-15,Shipped,6519.55,142.15,6377.4,8
80038,41190,97,2026-02-25,Delivered,43303.79,0.0,43303.79,6
80039,19457,6,2025-04-24,Delivered,22181.4,0.0,22181.4,7
80040,8457,48,2025-11-05,Delivered,17980.09,0.0,17980.09,7
80041,29076,97,2025-12-11,Delivered,16322.56,0.0,16322.56,3
80042,15277,8,2025-12-09,Delivered,58428.52,2954.76,55473.76,6
80043,38266,8,2025-05-07,Cancelled,12867.58,1286.76,11580.82,5
80044,14863,97,2025-02-05,Out for Delivery,70616.08,400.92,70215.16,5
80045,5925,139,2025-06-02,Delivered,49566.93,0.0,49566.93,5
80046,11421,147,2025-03-13,Delivered,1046.17,0.0,1046.17,9
80047,17623,90,2025-12-17,Delivered,70376.85,0.0,70376.85,6
80048,3431,43,2025-05-30,Out for Delivery,1933.15,0.0,1933.15,3
80049,12981,74,2025-06-03,Delivered,17162.4,3528.04,13634.36,9
80050,19365,146,2024-02-05,Delivered,28705.78,0.0,28705.78,3
80051,1302,88,2025-07-22,Out for Delivery,11277.37,255.05,11022.32,5
80052,9754,23,2025-02-06,Delivered,21695.25,135.72,21559.53,8
80053,9437,125,2025-01-10,Shipped,183205.2,0.0,183205.2,8
80054,13489,66,2025-01-13,Shipped,83719.97,0.0,83719.97,8
80055,28129,54,2025-02-01,Delivered,28490.18,0.0,28490.18,6
80056,28819,61,2024-12-25,Delivered,110838.89,3401.17,107437.72,6
80057,49177,16,2024-11-22,Returned,23354.48,0.0,23354.48,2
80058,45303,195,2025-07-06,Delivered,14651.32,318.55,14332.77,3
80059,2152,2,2025-05-20,Out for Delivery,47205.13,0.0,47205.13,2
80060,36910,84,2025-03-20,Processing,30019.93,0.0,30019.93,2
80061,20202,138,2025-10-14,Out for Delivery,40815.93,0.0,40815.93,9
80062,41453,22,2025-10-22,Delivered,62299.65,0.0,62299.65,2
80063,42863,200,2025-03-25,Delivered,128474.31,266.61,128207.7,4
80064,49440,60,2024-01-13,Delivered,55424.21,0.0,55424.21,2
80065,47251,145,2024-01-30,Delivered,13204.85,0.0,13204.85,7
80066,3969,168,2025-12-04,Processing,13098.48,570.37,12528.11,2
80067,8459,61,2026-02-09,Delivered,79560.65,0.0,79560.65,7
80068,36174,115,2025-02-26,Delivered,144703.36,43411.01,101292.35,4
80069,21349,48,2025-06-16,Delivered,59392.65,0.0,59392.65,8
80070,27102,43,2024-12-09,Delivered,8390.34,0.0,8390.34,7
80071,16990,7,2025-04-30,Delivered,32096.44,0.0,32096.44,7
80072,2056,138,2025-01-02,Shipped,16442.55,4060.2,12382.35,1
